campaign_id,click_rate
2546,0.01034828
2547,0.06467129
2548,0.024290187
2549,0.14003146
2550,0.014342328
2551,0.05958069
2552,0.010160488
2553,0.0239424
2554,0.007381332
2555,0.0680847
2556,0.015566833
2557,0.05916751
2558,0.045717232
2559,0.0041289856
2560,0.08376499
2561,0.020754674
2562,0.023393117
2563,0.044019915
2564,0.019986542
2565,0.009847382
2566,0.023064926
2567,0.04130374
2568,0.055340677
2569,0.16445625
2570,0.008953687
2571,0.022089649
2572,0.009791238
2573,0.012865807
2574,0.035216175
2575,0.008932568
2576,0.021806516
2577,-0.0065422687
2578,0.029613016
2579,0.023465283
2580,0.022572212
2581,0.03246258
2582,0.13464202
2583,0.13084957
2584,0.011392103
2585,0.0031790785
2586,0.002473421
2587,0.01109956
2588,0.02216224
2589,0.024487995
2590,0.042968173
2591,0.020107549
2592,0.0664339
2593,0.14740716
2594,0.18907976
2595,0.038910717
2596,0.1645588
2597,0.013005883
2598,0.033537164
2599,0.1720846
2600,0.028740462
2601,0.044193864
2602,0.027784063
2603,0.005612827
2604,0.024897916
2605,0.04332191
2606,0.08770047
2607,0.055667188
2608,0.045697268
2609,0.06070763
2610,0.065239914
2611,0.03227429
2612,0.13804294
2613,0.017157199
2614,0.047153503
2615,0.06381454
2616,0.021552788
2617,0.02628094
2618,0.09682606
2619,0.29253063
2620,0.07767096
2621,0.08572276
2622,0.040941697
2623,0.011841504
2624,0.011979703
2625,0.0047298213
2626,0.03311554
2627,0.04660474
2628,0.03650618
2629,0.020868663
2630,0.042796206
2631,0.039822906
2632,0.019195933
2633,0.02084767
2634,0.023620449
2635,0.016455421
2636,0.034457546
2637,0.03625266
2638,0.058156423
2639,0.07188896
2640,0.014283558
2641,0.3670554
2642,-0.010487955
2643,0.25936693
2644,0.007968147
2645,0.27229905
2646,0.008403175
2647,0.016758377
2648,0.022735033
2649,0.17641504
2650,0.014562721
